sample	#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Solpri1_v1.0	SMEL4.1_08g003150.1.01	1	699	4	332	47.4964	0.685265	26.9	25
Solpri1_v1.0	SMEL4.1_08g002510.1.01	1	1659	9	584	35.2019	0.442435	28.3	24
Solpri1_v1.0	SMEL4.1_08g001630.1.01	1	1029	1	103	10.0097	0.100097	32	11
Solpri1_v1.0	SMEL4.1_08g001500.1.01	1	891	2	152	17.0595	0.27385	27.4	42
Solpri1_v1.0	SMEL4.1_08g000300.1.01	1	5190	19	1946	37.4952	0.536802	29.5	34.1
Solpri1_v1.0	SMEL4.1_09g023460.1.01	1	990	4	295	29.798	0.305051	33.2	26
Solpri1_v1.0	SMEL4.1_09g022780.1.01	1	2349	31	1240	52.7884	1.20903	27.9	25.5
Solpri1_v1.0	SMEL4.1_09g022620.1.01	1	450	2	205	45.5556	0.611111	28	44
Solpri1_v1.0	SMEL4.1_09g020140.1.01	1	738	8	387	52.439	0.739837	29.7	25.5
Solpri1_v1.0	SMEL4.1_09g019180.1.01	1	858	23	241	28.0886	1.26807	28.9	14.4
Solpri1_v1.0	SMEL4.1_09g018500.1.01	1	327	2	233	71.2538	0.776758	28.8	42
Solpri1_v1.0	SMEL4.1_09g014780.1.01	1	1224	2	184	15.0327	0.165033	29.7	36
Solpri1_v1.0	SMEL4.1_09g012190.1.01	1	1182	9	796	67.3435	0.822335	28.7	36.4
Solpri1_v1.0	SMEL4.1_09g006270.1.01	1	543	3	190	34.9908	0.388582	32	24
Solpri1_v1.0	SMEL4.1_09g004070.1.01	1	1389	17	739	53.2037	0.904968	29.9	24.9
Solpri1_v1.0	SMEL4.1_09g003810.1.01	1	1899	26	879	46.2875	1.02844	29.4	5.69
Solpri1_v1.0	SMEL4.1_09g003480.1.01	1	1689	3	269	15.9266	0.159266	31.5	7.33
Solpri1_v1.0	H12@DN2171_c0_g1_i9.p1	1	1974	12	771	39.0578	0.62766	27.9	33
Solpri1_v1.0	H3@DN8576_c0_g2_i2.p1	1	552	2	219	39.6739	0.422101	34.1	36
Solpri1_v1.0	H2@DN1058_c0_g1_i14.p1	1	1299	9	611	47.0362	0.568129	28.4	24
Solpri1_v1.0	H2@DN1058_c0_g1_i14.p2	1	885	18	516	58.3051	1.86215	26.9	20.7
Solpri1_v1.0	H2@DN1058_c0_g2_i2.p1	1	2154	8	324	15.0418	0.290158	27.4	16.8
Solpri1_v1.0	H2@DN5319_c0_g1_i3.p1	1	768	2	261	33.9844	0.384115	32	42
Solpri1_v1.0	H2@DN959_c0_g1_i8.p1	1	660	5	277	41.9697	0.724242	31.9	24.4
Solpri1_v1.0	H2@DN959_c0_g1_i8.p2	1	369	2	130	35.2304	0.495935	31.8	28
Solpri1_v1.0	SMEL4.1_01g039280.1.01	1	975	3	446	45.7436	0.457436	28.9	44
Solpri1_v1.0	SMEL4.1_01g023970.1.01	1	2139	8	283	13.2305	0.232819	27.8	6
Solpri1_v1.0	SMEL4.1_01g023550.1.01	1	435	2	260	59.7701	0.597701	28	17
Solpri1_v1.0	SMEL4.1_01g023540.1.01	1	378	2	208	55.0265	0.550265	30	17
Solpri1_v1.0	SMEL4.1_01g003060.1.01	1	864	6	297	34.375	0.519676	29.2	24.7
Solpri1_v1.0	SMEL4.1_10g016710.1.01	1	1206	4	488	40.4643	0.497512	27.2	41.5
Solpri1_v1.0	SMEL4.1_10g012060.1.01	1	837	3	227	27.1207	0.516129	27.9	44
Solpri1_v1.0	SMEL4.1_11g025340.1.01	1	1227	11	718	58.5167	0.791361	29.4	31.5
Solpri1_v1.0	SMEL4.1_11g024140.1.01	1	267	1	47	17.603	0.17603	35	2
Solpri1_v1.0	SMEL4.1_11g024130.1.01	1	978	6	544	55.6237	0.847648	29.5	34.3
Solpri1_v1.0	SMEL4.1_11g004440.1.01	1	621	2	209	33.6554	0.483092	34.5	44
Solpri1_v1.0	SMEL4.1_12g001740.1.01	1	1074	2	78	7.26257	0.145251	31.6	24
Solpri1_v1.0	SMEL4.1_12g002400.1.01	1	2334	9	640	27.4207	0.471294	28.4	29.8
Solpri1_v1.0	SMEL4.1_12g003740.1.01	1	2394	12	932	38.9307	0.520468	29	32.3
Solpri1_v1.0	SMEL4.1_02g028400.1.01	1	1254	2	208	16.5869	0.239234	24.9	44
Solpri1_v1.0	SMEL4.1_02g025010.1.01	1	1680	12	920	54.7619	0.702381	29.7	30.8
Solpri1_v1.0	SMEL4.1_03g026330.1.01	1	2424	8	956	39.4389	0.483086	30.9	40
Solpri1_v1.0	SMEL4.1_03g019450.1.01	1	1086	3	360	33.1492	0.358195	24.1	38.7
Solpri1_v1.0	SMEL4.1_03g008270.1.01	1	924	1	98	10.6061	0.106061	29.9	22
Solpri1_v1.0	SMEL4.1_03g004420.1.01	1	1545	685	412	26.6667	20.011	29.1	21.7
Solpri1_v1.0	SMEL4.1_04g015540.1.01	1	1071	66	687	64.1457	3.51354	28.5	11.5
Solpri1_v1.0	SMEL4.1_04g018960.1.01	1	786	3	254	32.3155	0.388041	28.9	35.3
Solpri1_v1.0	SMEL4.1_04g019780.1.01	1	1332	3	335	25.1502	0.251502	25.2	36.7
Solpri1_v1.0	SMEL4.1_05g001280.1.01	1	1155	12	855	74.026	1.49264	28.6	42.3
Solpri1_v1.0	SMEL4.1_05g002590.1.01	1	696	4	391	56.1782	0.702586	28	36
Solpri1_v1.0	SMEL4.1_05g015690.1.01	1	960	886	123	12.8125	57.4625	28.8	1.53
Solpri1_v1.0	SMEL4.1_05g016610.1.01	1	1047	9	595	56.829	0.836676	29.6	20.1
Solpri1_v1.0	SMEL4.1_06g008800.1.01	1	1002	2	300	29.9401	0.299401	28.8	44
Solpri1_v1.0	SMEL4.1_06g020200.1.01	1	1122	5	515	45.9002	0.543672	30.2	34.4
Solpri1_v1.0	SMEL4.1_06g020730.1.01	1	2430	6	575	23.6626	0.326749	25.2	42.3
Solpri1_v1.0	SMEL4.1_06g020850.1.01	1	2367	27	1592	67.2581	1.27757	28.4	23.7
Solpri1_v1.0	SMEL4.1_06g022480.1.01	1	1122	8	566	50.4456	0.930481	29.6	42.8
Solpri1_v1.0	SMEL4.1_06g022720.1.01	1	2124	15	923	43.4557	0.71516	28.6	27.2
Solpri1_v1.0	SMEL4.1_07g003030.1.01	1	2298	15	971	42.2541	0.755875	30.6	24.3
Solpri1_v1.0	SMEL4.1_07g020880.1.01	1	1830	6	887	48.4699	0.484699	27.8	35
Solpri1_v1.0	SMEL4.1_08g021570.1.01	1	747	2	250	33.4672	0.334672	29.4	42.5
Solpri1_v1.0	SMEL4.1_00g002370.1.01	1	1125	4	329	29.2444	0.472889	28.7	43
Solpri1_v1.0	SMEL4.1_00g004570.1.01	1	495	4	238	48.0808	0.965657	26.5	0.5
Solpri1_v1.0	SMEL4.1_01g029290.1.01	1	1740	6	378	21.7241	0.243103	29	22.3
Solpri1_v1.0	SMEL4.1_01g014800.1.01	1	492	2	270	54.878	0.54878	30.3	43
Solpri1_v1.0	SMEL4.1_01g010120.1.01	1	1650	8	668	40.4848	0.575758	26.8	38
Solpri1_v1.0	SMEL4.1_10g011510.1.01	1	1947	2	178	9.14227	0.11813	27.5	1
Solpri1_v1.0	SMEL4.1_10g008590.1.01	1	1857	2	300	16.1551	0.161551	27.7	44
Solpri1_v1.0	SMEL4.1_10g001600.1.01	1	951	2	300	31.5457	0.315457	28.1	44
Solpri1_v1.0	SMEL4.1_11g013920.1.01	1	330	9	297	90	3.39697	27.2	37.6
Solpri1_v1.0	SMEL4.1_11g007900.1.01	1	519	11	467	89.9807	2.45857	28	4.18
Solpri1_v1.0	SMEL4.1_11g004720.1.01	1	795	3	327	41.1321	0.411321	28.2	38
Solpri1_v1.0	SMEL4.1_11g002970.1.01	1	1275	4	196	15.3725	0.356078	27.4	39
Solpri1_v1.0	SMEL4.1_12g000270.1.01	1	2079	8	653	31.4093	0.337181	28	31.1
Solpri1_v1.0	SMEL4.1_12g002060.1.01	1	3147	10	649	20.6228	0.263425	28.8	18.4
Solpri1_v1.0	SMEL4.1_12g003730.1.01	1	765	2	93	12.1569	0.243137	30.7	28
Solpri1_v1.0	SMEL4.1_12g005940.1.01	1	645	2	239	37.0543	0.465116	24.2	11
Solpri1_v1.0	SMEL4.1_12g017700.1.01	1	2703	6	459	16.9811	0.219756	30	36.8
Solpri1_v1.0	SMEL4.1_02g030280.1.01	1	1077	9	425	39.4615	0.663881	29.4	28.7
Solpri1_v1.0	SMEL4.1_02g029690.1.01	1	969	4	285	29.4118	0.303406	31.5	23
Solpri1_v1.0	SMEL4.1_02g019260.1.01	1	1908	9	388	20.3354	0.299266	30.9	17.8
Solpri1_v1.0	SMEL4.1_03g032730.1.01	1	654	4	395	60.3976	0.862385	28.5	33
Solpri1_v1.0	SMEL4.1_03g029990.1.01	1	1476	8	674	45.664	0.519648	29	23.2
Solpri1_v1.0	SMEL4.1_03g027480.1.01	1	1545	6	647	41.877	0.514563	30.1	42.7
Solpri1_v1.0	SMEL4.1_03g023130.1.01	1	618	2	258	41.7476	0.485437	26.8	44
Solpri1_v1.0	SMEL4.1_03g018860.1.01	1	1299	7	446	34.3341	0.505774	30.4	32
Solpri1_v1.0	SMEL4.1_03g015990.1.01	1	249	1	40	16.0643	0.160643	25.2	22
Solpri1_v1.0	SMEL4.1_03g015390.1.01	1	603	2	174	28.8557	0.363184	36.1	21
Solpri1_v1.0	SMEL4.1_03g015370.1.01	1	603	6	412	68.325	1.0597	28.5	38
Solpri1_v1.0	SMEL4.1_03g006720.1.01	1	2154	10	667	30.9656	0.443361	29.3	33.8
Solpri1_v1.0	SMEL4.1_04g017210.1.01	1	1317	10	901	68.4131	1.01974	30.6	35.6
Solpri1_v1.0	SMEL4.1_04g018920.1.01	1	1368	9	615	44.9561	0.548246	26.4	28.4
Solpri1_v1.0	SMEL4.1_04g019010.1.01	1	1017	3	234	23.0088	0.273353	29.3	27
Solpri1_v1.0	SMEL4.1_04g019510.1.01	1	981	2	199	20.2854	0.203874	27.2	36
Solpri1_v1.0	SMEL4.1_04g022990.1.01	1	4704	21	1615	34.3325	0.433886	28.7	32.3
Solpri1_v1.0	SMEL4.1_04g023630.1.01	1	1761	4	549	31.1755	0.324815	29.4	6
Solpri1_v1.0	SMEL4.1_05g000160.1.01	1	1722	4	131	7.60743	0.102787	29.4	11
Solpri1_v1.0	SMEL4.1_05g012410.1.01	1	1491	11	738	49.497	0.605634	26.7	22.7
Solpri1_v1.0	SMEL4.1_05g013680.1.01	1	837	9	430	51.374	0.900836	29	29.1
Solpri1_v1.0	SMEL4.1_05g017950.1.01	1	1353	8	549	40.5765	0.59054	27.6	26.4
Solpri1_v1.0	SMEL4.1_06g009480.1.01	1	693	59	405	58.4416	8.42569	28.8	22.9
Solpri1_v1.0	SMEL4.1_06g012560.1.01	1	1029	6	590	57.3372	0.698737	27.9	29.3
Solpri1_v1.0	SMEL4.1_06g021540.1.01	1	1476	12	792	53.6585	0.754065	29.4	28.7
Solpri1_v1.0	SMEL4.1_06g025410.1.01	1	2418	8	571	23.6146	0.394127	26.3	19.8
Solpri1_v1.0	SMEL4.1_06g027740.1.01	1	1236	2	200	16.1812	0.173139	29.7	41
Solpri1_v1.0	SMEL4.1_07g004160.1.01	1	1308	12	632	48.318	1.13685	27.5	35.3
Solpri1_v1.0	SMEL4.1_07g011730.1.01	1	2415	6	509	21.0766	0.354451	28.1	35.3
Solpri1_v1.0	SMEL4.1_07g015220.1.01	1	1734	10	688	39.677	0.574394	31	35
Solpri1_v1.0	SMEL4.1_07g020890.1.01	1	1290	7	441	34.186	0.405426	28.3	27.7
Solpri1_v1.0	SMEL4.1_07g023080.1.01	1	1053	17	898	85.2802	2.08832	29.1	33.4
Solpri1_v1.0	SMEL4.1_07g026070.1.01	1	2790	15	798	28.6022	0.52043	28.8	31.6
Solpri1_v1.0	SMEL4.1_08g023130.1.01	1	567	3	284	50.0882	0.500882	30	31.3
Solpri1_v1.0	SMEL4.1_08g022720.1.01	1	1134	4	306	26.9841	0.27425	27.2	29.5
Solpri1_v1.0	SMEL4.1_08g020700.1.01	1	1200	2	258	21.5	0.25	32.5	1
Solpri1_v1.0	SMEL4.1_08g020690.1.01	1	771	2	300	38.9105	0.389105	30.6	1
Solpri1_v1.0	SMEL4.1_08g019650.1.01	1	876	4	257	29.3379	0.417808	30.9	32
Solpri1_v1.0	SMEL4.1_08g017210.1.01	1	1452	9	791	54.4766	0.804408	25.9	33.4
Solpri1_v1.0	SMEL4.1_09g024250.1.01	1	1260	1	105	8.33333	0.0833333	27.3	36
Solpri1_v1.0	SMEL4.1_09g022850.1.01	1	1740	13	758	43.5632	0.638506	27.1	22.5
Solpri1_v1.0	SMEL4.1_09g021760.1.01	1	993	5	391	39.3756	0.562941	30.6	39.6
Solpri1_v1.0	SMEL4.1_09g021220.1.01	1	597	4	222	37.1859	0.872697	29.9	43
Solpri1_v1.0	SMEL4.1_09g002340.1.01	1	3066	10	923	30.1044	0.423353	29.6	21.2
Solpri1_v1.0	H2@DN13684_c0_g1_i3.p1	1	402	5	229	56.9652	1.26119	30.4	31.2
Solpri1_v1.0	H2@DN16364_c0_g1_i1.p1	1	552	8	287	51.9928	1.20652	27.9	27
Solpri1_v1.0	H2@DN1643_c0_g6_i1.p1	1	453	2	205	45.2539	0.452539	25.2	21.5
Solpri1_v1.0	H2@DN19973_c0_g1_i1.p2	1	501	4	438	87.4251	0.91018	29	38.5
Solpri1_v1.0	H2@DN223_c0_g3_i1.p1	1	2139	14	1248	58.345	0.927069	27.2	40.1
Solpri1_v1.0	H2@DN3233_c0_g3_i2.p1	1	2433	8	745	30.6206	0.334566	28.4	28.6
Solpri1_v1.0	H2@DN3233_c1_g1_i1.p1	1	936	5	257	27.4573	0.548077	27.7	36
Solpri1_v1.0	H2@DN5084_c0_g1_i1.p1	1	1830	13	785	42.8962	0.678142	28.9	29.5
Solpri1_v1.0	SMEL4.1_01g014640.1.01	1	1329	8	477	35.8916	0.89842	27.9	44
Solpri1_v1.0	SMEL4.1_01g000280.1.01	1	1275	5	392	30.7451	0.542745	26.9	40.8
Solpri1_v1.0	SMEL4.1_10g025820.1.01	1	1503	2	300	19.9601	0.199601	31.9	37
Solpri1_v1.0	SMEL4.1_10g008630.1.01	1	2367	583	1839	77.6933	24.215	28.8	4.12
Solpri1_v1.0	SMEL4.1_11g021750.1.01	1	1491	6	625	41.9182	0.557344	29.9	28.7
Solpri1_v1.0	SMEL4.1_12g013870.1.01	1	456	2	228	50	0.504386	28.3	41
Solpri1_v1.0	SMEL4.1_12g016460.1.01	1	1542	2	137	8.88457	0.0927367	26.4	31.5
Solpri1_v1.0	SMEL4.1_02g022330.1.01	1	1149	6	460	40.0348	0.502176	29	33.3
Solpri1_v1.0	SMEL4.1_02g015700.1.01	1	1071	8	424	39.5892	0.888889	27.4	39.2
Solpri1_v1.0	SMEL4.1_02g015180.1.01	1	3798	21	1410	37.1248	0.488678	26.8	32.3
Solpri1_v1.0	SMEL4.1_03g034050.1.01	1	1263	6	326	25.8116	0.452098	27.7	33.3
Solpri1_v1.0	SMEL4.1_03g019430.1.01	1	1029	11	873	84.8397	1.27114	29.7	19.5
Solpri1_v1.0	SMEL4.1_03g009560.1.01	1	771	5	301	39.0402	0.50454	30.1	26.8
Solpri1_v1.0	SMEL4.1_03g005640.1.01	1	846	6	334	39.4799	1.06383	29.4	44
Solpri1_v1.0	SMEL4.1_05g005180.1.01	1	708	5	156	22.0339	0.364407	32.3	22
Solpri1_v1.0	SMEL4.1_06g026070.1.01	1	1479	8	941	63.6241	0.794456	28.5	44
Solpri1_v1.0	SMEL4.1_07g022270.1.01	1	1647	6	495	30.0546	0.462659	27.3	36
Solpri1_v1.0	SMEL4.1_08g024700.1.01	1	1851	5	439	23.7169	0.315505	28.3	38.4
Solpri1_v1.0	SMEL4.1_08g002280.1.01	1	1905	6	741	38.8976	0.465092	27.2	44
Solpri1_v1.0	SMEL4.1_09g006180.1.01	1	879	6	420	47.7816	0.98066	30	44
Solpri1_v1.0	H5@DN12109_c0_g1_i6.p1	1	1017	6	609	59.882	0.79351	29.3	41.3
Solpri1_v1.0	H2@DN217_c0_g2_i6.p1	1	1089	6	497	45.6382	0.684114	30.6	35
Solpri1_v1.0	H2@DN23000_c0_g1_i1.p1	1	597	10	454	76.0469	2.44556	27.3	41.6
Solpri1_v1.0	H2@DN2341_c0_g1_i1.p1	1	1347	22	1294	96.0653	2.23163	28	32.9
Solpri1_v1.0	H2@DN27621_c0_g1_i2.p1	1	1020	1	147	14.4118	0.144118	25	42
Solpri1_v1.0	H2@DN28286_c0_g1_i1.p1	1	447	4	193	43.1767	0.727069	24.8	25
Solpri1_v1.0	H2@DN34721_c0_g1_i1.p1	1	522	3	264	50.5747	0.657088	26.4	35.3
Solpri1_v1.0	H2@DN3984_c0_g1_i4.p1	1	1728	7	433	25.0579	0.353009	31.6	29.4
Solpri1_v1.0	H2@DN4186_c0_g1_i3.p1	1	378	2	59	15.6085	0.251323	35.2	22
Solpri1_v1.0	H2@DN4186_c2_g1_i1.p1	1	543	8	414	76.2431	1.85451	28.2	38
Solpri1_v1.0	SMEL4.1_01g039450.1.01	1	1125	9	631	56.0889	0.855111	29.6	34.9
Solpri1_v1.0	SMEL4.1_01g038710.1.01	1	2862	16	1089	38.0503	0.62369	28.4	17.3
Solpri1_v1.0	SMEL4.1_01g038690.1.01	1	2697	8	837	31.0345	0.35076	28.7	16.9
Solpri1_v1.0	SMEL4.1_01g026990.1.01	1	321	2	265	82.5545	0.928349	33.1	21
Solpri1_v1.0	SMEL4.1_01g025640.1.01	1	2160	8	659	30.5093	0.378704	27.4	36.5
Solpri1_v1.0	SMEL4.1_01g021870.1.01	1	1701	3	181	10.6408	0.134039	29.8	20.3
Solpri1_v1.0	SMEL4.1_01g021860.1.01	1	1872	16	890	47.5427	0.810363	28.6	30.6
Solpri1_v1.0	SMEL4.1_01g016910.1.01	1	3549	7	528	14.8774	0.250493	27.9	28.9
Solpri1_v1.0	SMEL4.1_01g016450.1.01	1	765	5	212	27.7124	0.406536	30.3	23.2
Solpri1_v1.0	SMEL4.1_01g016420.1.01	1	576	1	59	10.2431	0.102431	33.3	22
Solpri1_v1.0	SMEL4.1_01g015860.1.01	1	924	4	413	44.697	0.591991	28.9	34.5
Solpri1_v1.0	SMEL4.1_01g012720.1.01	1	1833	17	929	50.6819	0.817239	30	30.6
Solpri1_v1.0	SMEL4.1_01g012140.1.01	1	1047	4	472	45.0812	0.572111	30.9	44
Solpri1_v1.0	SMEL4.1_01g011930.1.01	1	465	1	57	12.2581	0.122581	26.1	22
Solpri1_v1.0	SMEL4.1_01g011480.1.01	1	2541	9	641	25.2263	0.361275	28.6	29.3
Solpri1_v1.0	SMEL4.1_01g010460.1.01	1	2634	10	894	33.9408	0.384966	29.9	28.6
Solpri1_v1.0	SMEL4.1_01g009630.1.01	1	771	3	333	43.1907	0.438392	27.2	30.7
Solpri1_v1.0	SMEL4.1_01g009170.1.01	1	1983	19	1283	64.6999	1.05144	29.4	32.8
Solpri1_v1.0	SMEL4.1_01g005810.1.01	1	945	7	566	59.8942	1.06772	28.2	25
Solpri1_v1.0	SMEL4.1_10g027090.1.01	1	2139	8	730	34.1281	0.550725	27.9	42.2
Solpri1_v1.0	SMEL4.1_10g025800.1.01	1	2004	9	938	46.8064	0.523952	30	21.2
Solpri1_v1.0	SMEL4.1_10g025580.1.01	1	1230	8	828	67.3171	0.742276	29.1	39.4
Solpri1_v1.0	SMEL4.1_10g025450.1.01	1	1449	2	253	17.4603	0.188406	33.1	21
Solpri1_v1.0	SMEL4.1_10g024430.1.01	1	1851	14	904	48.8385	0.851432	27.6	17.9
Solpri1_v1.0	SMEL4.1_10g021780.1.01	1	657	1	63	9.58904	0.0958904	30.2	9
Solpri1_v1.0	SMEL4.1_10g019180.1.01	1	891	13	646	72.5028	1.47026	28.8	27.2
Solpri1_v1.0	SMEL4.1_10g015460.1.01	1	390	2	78	20	0.358974	28.6	23
Solpri1_v1.0	SMEL4.1_10g014670.1.01	1	654	2	178	27.2171	0.319572	31.5	41
Solpri1_v1.0	SMEL4.1_10g014660.1.01	1	1017	13	897	88.2006	1.66863	28.8	23
Solpri1_v1.0	SMEL4.1_10g011150.1.01	1	534	1	99	18.5393	0.185393	33.5	36
Solpri1_v1.0	SMEL4.1_11g009460.1.01	1	1107	9	511	46.1608	0.672087	29.1	25.6
Solpri1_v1.0	SMEL4.1_11g002430.1.01	1	534	4	204	38.2022	0.758427	24.4	34.5
Solpri1_v1.0	SMEL4.1_11g000740.1.01	1	2145	10	826	38.5082	0.398135	27.5	31.4
Solpri1_v1.0	SMEL4.1_11g000560.1.01	1	1743	6	461	26.4487	0.514056	31.2	44
Solpri1_v1.0	SMEL4.1_11g000540.1.01	1	1098	2	253	23.0419	0.273224	28	44
Solpri1_v1.0	SMEL4.1_12g001260.1.01	1	1668	10	820	49.1607	0.759592	29.9	39.8
Solpri1_v1.0	SMEL4.1_12g001970.1.01	1	759	1	59	7.77339	0.0777339	34.5	22
Solpri1_v1.0	SMEL4.1_12g007250.1.01	1	690	2	223	32.3188	0.323188	24.8	24.5
Solpri1_v1.0	SMEL4.1_12g013270.1.01	1	597	2	190	31.8258	0.318258	28.3	36
Solpri1_v1.0	SMEL4.1_12g013280.1.01	1	645	7	500	77.5194	1.06822	28	34.3
Solpri1_v1.0	SMEL4.1_12g014140.1.01	1	1380	8	950	68.8406	0.817391	27.6	41
Solpri1_v1.0	SMEL4.1_12g014770.1.01	1	303	1	38	12.5413	0.125413	31.5	22
Solpri1_v1.0	SMEL4.1_12g017400.1.01	1	642	1	74	11.5265	0.115265	26.3	24
Solpri1_v1.0	SMEL4.1_02g027820.1.01	1	540	3	231	42.7778	0.427778	26.8	29.3
Solpri1_v1.0	SMEL4.1_02g023350.1.01	1	1077	6	560	51.9963	0.77623	26.4	43.3
Solpri1_v1.0	SMEL4.1_02g023190.1.01	1	1092	2	288	26.3736	0.274725	28.4	44
Solpri1_v1.0	SMEL4.1_02g021180.1.01	1	498	2	209	41.9679	0.518072	28.4	44
Solpri1_v1.0	SMEL4.1_02g020750.1.01	1	843	4	321	38.0783	0.647687	28.7	43
Solpri1_v1.0	SMEL4.1_02g020200.1.01	1	1320	10	668	50.6061	0.828788	26.7	30.6
Solpri1_v1.0	SMEL4.1_02g018750.1.01	1	1293	17	919	71.075	1.18097	28.5	27.4
Solpri1_v1.0	SMEL4.1_02g018110.1.01	1	1074	7	561	52.2346	0.790503	27.4	35.4
Solpri1_v1.0	SMEL4.1_02g017980.1.01	1	2181	16	849	38.9271	0.755617	28.4	34.5
Solpri1_v1.0	SMEL4.1_02g015590.1.01	1	813	2	175	21.5252	0.366544	26.1	1
Solpri1_v1.0	SMEL4.1_02g015580.1.01	1	1050	2	224	21.3333	0.253333	33.5	1
Solpri1_v1.0	SMEL4.1_02g010050.1.01	1	795	3	242	30.4403	0.47044	30	42.7
Solpri1_v1.0	SMEL4.1_02g004950.1.01	1	945	10	561	59.3651	1.10159	30.6	35.6
Solpri1_v1.0	SMEL4.1_02g002570.1.01	1	2337	19	794	33.9752	0.597775	27.7	24
Solpri1_v1.0	SMEL4.1_03g032950.1.01	1	2424	9	415	17.1205	0.240924	29.4	21.3
Solpri1_v1.0	SMEL4.1_03g028650.1.01	1	759	2	300	39.5257	0.395257	29.8	44
Solpri1_v1.0	SMEL4.1_03g028290.1.01	1	1482	7	523	35.2901	0.427126	27.6	30.9
Solpri1_v1.0	SMEL4.1_03g027790.1.01	1	741	8	407	54.9258	0.908232	28.5	24.2
Solpri1_v1.0	SMEL4.1_03g027710.1.01	1	1548	6	504	32.5581	0.481912	27.8	40.7
Solpri1_v1.0	SMEL4.1_03g027430.1.01	1	1275	6	261	20.4706	0.350588	29.3	25.2
Solpri1_v1.0	SMEL4.1_03g019420.1.01	1	1020	1	67	6.56863	0.0656863	28.3	22
Solpri1_v1.0	SMEL4.1_03g017370.1.01	1	927	9	445	48.0043	0.888889	28.9	32.4
Solpri1_v1.0	SMEL4.1_03g015770.1.01	1	2925	19	1160	39.6581	0.604103	28.1	30.6
Solpri1_v1.0	SMEL4.1_03g002870.1.01	1	1512	10	685	45.3042	0.60119	28.1	29.6
Solpri1_v1.0	SMEL4.1_03g001790.1.01	1	1263	7	477	37.7672	0.448931	31.1	18.1
Solpri1_v1.0	SMEL4.1_04g001760.1.01	1	477	4	318	66.6667	1.03983	28.3	34.5
Solpri1_v1.0	SMEL4.1_04g002340.1.01	1	1056	9	632	59.8485	0.904356	26.4	35.6
Solpri1_v1.0	SMEL4.1_04g003350.1.01	1	435	2	300	68.9655	0.689655	29.6	44
Solpri1_v1.0	SMEL4.1_04g020870.1.01	1	1086	6	719	66.2063	0.828729	28.7	44
Solpri1_v1.0	SMEL4.1_04g022910.1.01	1	1323	11	423	31.9728	0.568405	28.3	19.1
Solpri1_v1.0	SMEL4.1_04g023660.1.01	1	2949	18	1712	58.0536	0.813835	29.5	41.1
Solpri1_v1.0	SMEL4.1_05g003130.1.01	1	738	2	97	13.1436	0.135501	27.5	22
Solpri1_v1.0	SMEL4.1_05g005250.1.01	1	240	4	180	75	1.70833	30.3	36.5
Solpri1_v1.0	SMEL4.1_05g015210.1.01	1	2217	20	1118	50.4285	0.66396	28.5	24.5
Solpri1_v1.0	SMEL4.1_05g019330.1.01	1	1284	6	379	29.5171	0.358255	27.7	27.3
Solpri1_v1.0	SMEL4.1_05g024650.1.01	1	963	2	132	13.7072	0.203531	32.7	18
Solpri1_v1.0	SMEL4.1_06g000180.1.01	1	1038	6	435	41.9075	0.801541	28.3	35.7
Solpri1_v1.0	SMEL4.1_06g011890.1.01	1	933	4	254	27.224	0.277599	27.4	23
Solpri1_v1.0	SMEL4.1_06g018550.1.01	1	702	7	400	56.9801	0.968661	30	24.4
Solpri1_v1.0	SMEL4.1_06g024570.1.01	1	1707	1	150	8.78735	0.0878735	29.7	44
Solpri1_v1.0	SMEL4.1_06g025950.1.01	1	528	2	182	34.4697	0.357955	28	36
Solpri1_v1.0	SMEL4.1_06g026690.1.01	1	1296	3	297	22.9167	0.263889	33.4	37.3
Solpri1_v1.0	SMEL4.1_06g026700.1.01	1	618	4	215	34.7896	0.414239	28.4	23
Solpri1_v1.0	SMEL4.1_06g026740.1.01	1	639	4	197	30.8294	0.741784	28.7	36
Solpri1_v1.0	SMEL4.1_06g026750.1.01	1	2034	6	666	32.7434	0.351032	28.7	36.7
Solpri1_v1.0	SMEL4.1_07g003570.1.01	1	1434	12	892	62.2036	1.03278	26.4	33.5
Solpri1_v1.0	SMEL4.1_07g020500.1.01	1	660	5	275	41.6667	0.481818	30.7	27.6
Solpri1_v1.0	SMEL4.1_07g026370.1.01	1	1983	10	485	24.4579	0.31064	28.5	23
Solpri1_v1.0	SMEL4.1_08g018690.1.01	1	2520	10	1175	46.627	0.559127	28.6	18.4
Solpri1_v1.0	SMEL4.1_08g011490.1.01	1	3939	20	1079	27.3927	0.404417	29.1	14
Solpri1_v1.0	SMEL4.1_08g009590.1.01	1	1131	4	212	18.7445	0.344828	29.9	34.5
Solpri1_v1.0	SMEL4.1_09g021620.1.01	1	633	2	145	22.9068	0.458136	31.4	44
Solpri1_v1.0	SMEL4.1_09g019140.1.01	1	2001	6	863	43.1284	0.449275	25.7	41.7
Solpri1_v1.0	SMEL4.1_09g018480.1.01	1	999	2	88	8.80881	0.119119	26.4	22
Solpri1_v1.0	SMEL4.1_09g017940.1.01	1	1038	6	591	56.9364	0.844894	27.5	37.7
Solpri1_v1.0	SMEL4.1_09g016680.1.01	1	555	3	124	22.3423	0.327928	25	22
