id_comp,names,mol_weight,formula,n_heavy_atom,n_arom_heavy_atom,csp3,n_rotate_bond,n_hbond_acceptors,n_hbond_donors,molar_refrac,tpsa,ilogp,xlogp3,wlogp,mlogp,silicosit,consensus_log,esol_logs,esol_solub_mg,esol_solub_mol,esol_class,ali_logs,ali_solub_mg,ali_solub_mol,ali_class,silicosit_logs,silicosit_solub_mg,silicosit_solub_mol,silicosit_class,gi_absorp,bbb_permeant,pgp_substrate,cyp1a2,cyp2c19,cyp2c9,cyp2d6,cyp3a4,logkp,lipinski,ghose,veber,egan,muegge,bioavail
2188,"O-Methylptelefolonium",316.37,C18H22NO4,23,10,0.39,4,4,0,90.31,40.8,0.94,3.88,2.57,2.15,3.38,2.58,-4.3,0.0157,4.97e-05,Moderately soluble,-4.43,0.0116,3.68e-05,Moderately soluble,-4.53,0.00944,2.99e-05,Moderately soluble,High,Yes,No,No,Yes,No,Yes,No,-5.48,0,0,0,0,0,0.55
2189,"Peganine; Vasicine",188.23,C11H12N2O,14,6,0.36,0,2,1,62.11,35.83,1.64,0.44,0.38,1.57,1.8,1.17,-1.6,4.71,0.025,Very soluble,-0.76,32.7,0.174,Very soluble,-2.34,0.852,0.00453,Soluble,High,No,Yes,No,No,No,No,No,-7.14,0,0,0,0,1,0.55
2190,"Pteleatine",290.33,C16H20NO4,21,10,0.44,2,4,2,81.02,62.8,-0.19,2.28,1.45,1.48,2.01,1.41,-3.3,0.147,0.000505,Soluble,-3.24,0.169,0.000581,Soluble,-3.12,0.22,0.000757,Soluble,High,Yes,Yes,No,No,No,No,No,-6.45,0,0,0,0,0,0.55
2191,"Ribalinium",290.33,C16H20NO4,21,10,0.44,2,4,2,81.02,62.8,-0.93,2.28,1.45,1.48,2.01,1.26,-3.3,0.147,0.000505,Soluble,-3.24,0.169,0.000581,Soluble,-3.12,0.22,0.000757,Soluble,High,Yes,Yes,No,No,No,No,No,-6.45,0,0,0,0,0,0.55
2192,"Robustine; Furo(2,3-b)quinolin-8-ol, 4-methoxy-",215.2,C12H9NO3,16,13,0.08,1,4,1,60.03,55.49,2.35,2.54,2.7,1.38,2.38,2.27,-3.31,0.105,0.00049,Soluble,-3.35,0.0956,0.000444,Soluble,-4.15,0.0152,7.08e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-5.81,0,0,0,0,0,0.55
2194,"Rutacridone",307.34,C19H17NO3,23,14,0.21,1,3,1,92.29,51.46,3.11,4.62,3.28,2.27,3.72,3.4,-5.04,0.0028,9.11e-06,Moderately soluble,-5.43,0.00115,3.75e-06,Moderately soluble,-5.15,0.00217,7.06e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-4.89,0,0,0,0,0,0.55
2195,"Rutacridone epoxide",323.34,C19H17NO4,24,14,0.32,1,4,1,91.77,63.99,2.96,3.26,2.49,1.52,3.68,2.78,-4.26,0.0176,5.44e-05,Moderately soluble,-4.28,0.0171,5.27e-05,Moderately soluble,-4.98,0.00342,1.06e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.96,0,0,0,0,0,0.55
2196,"Skimmianine",259.26,C14H13NO4,19,13,0.21,3,5,0,70.99,53.72,2.78,2.84,3.01,1.36,2.9,2.58,-3.54,0.0739,0.000285,Soluble,-3.63,0.0613,0.000236,Soluble,-4.98,0.00273,1.05e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.87,0,0,0,0,0,0.55
2197,"Swietenidin B",205.21,C11H11NO3,15,10,0.18,2,3,1,57.55,51.32,2.08,1.2,1.55,1.05,2.56,1.69,-2.23,1.21,0.00589,Soluble,-1.87,2.74,0.0134,Very soluble,-3.87,0.0277,0.000135,Soluble,High,Yes,No,Yes,No,No,No,No,-6.7,0,0,0,0,0,0.55
2198,"Tryptanthrine",248.24,C15H8N2O2,19,16,0,0,3,0,70.77,51.96,1.95,2.05,1.93,1.82,2.63,2.08,-3.29,0.126,0.000508,Soluble,-2.77,0.422,0.0017,Soluble,-5.09,0.002,8.07e-06,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-6.36,0,0,0,0,0,0.55
2199,"Vasicinol; Pyrrolo(2,1-b)quinazoline-3,7-diol, 1,2,3,9-tetrahydro-, (R)-",204.23,C11H12N2O2,15,6,0.36,0,3,2,64.13,56.06,1.4,0.09,0.09,0.99,1.28,0.77,-1.46,7.1,0.0348,Very soluble,-0.82,30.8,0.151,Very soluble,-1.77,3.44,0.0169,Soluble,High,No,Yes,No,No,No,No,No,-7.48,0,0,0,0,0,0.55
2200,"Vasicinone",202.21,C11H10N2O2,15,10,0.27,0,3,1,56.09,55.12,1.67,0.52,0.51,0.78,1.23,0.94,-1.91,2.46,0.0122,Very soluble,-1.25,11.4,0.0565,Very soluble,-2.44,0.734,0.00363,Soluble,High,No,No,No,No,No,No,No,-7.16,0,0,0,0,0,0.55
2201,"Veprisinium; Veprisinium salt",334.39,C18H24NO5,24,10,0.5,4,5,1,91.98,61.03,0.27,2.57,1.76,1.42,2.61,1.73,-3.58,0.0886,0.000265,Soluble,-3.5,0.106,0.000316,Soluble,-3.93,0.0394,0.000118,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.52,0,0,0,0,0,0.55
2203,"Albine",232.32,C14H20N2O,17,0,0.64,2,2,1,75.85,32.34,2.38,1.34,0.57,1.4,1.32,1.4,-1.99,2.36,0.0102,Very soluble,-1.62,5.56,0.0239,Very soluble,-1.67,4.93,0.0212,Soluble,High,Yes,No,No,No,No,No,No,-6.77,0,0,0,0,0,0.55
2204,"Ammothamnine; Oxymatrine; Matrine N-oxide",264.36,C15H24N2O2,19,0,0.93,0,2,0,82.95,49.74,1.72,1.11,1.12,0.39,0.38,0.94,-2.18,1.75,0.00663,Soluble,-1.75,4.73,0.0179,Very soluble,-1.82,3.97,0.015,Soluble,High,Yes,Yes,No,No,No,No,No,-7.12,0,0,0,0,0,0.55
2205,"Anagyrine",244.33,C15H20N2O,18,6,0.67,0,2,0,75.85,25.24,2.65,1.56,1.44,2.38,1.62,1.93,-2.58,0.636,0.0026,Soluble,-1.7,4.87,0.02,Very soluble,-2.53,0.728,0.00298,Soluble,High,Yes,No,No,No,No,Yes,No,-6.68,0,0,0,0,0,0.55
2206,"Angustifoline",234.34,C14H22N2O,17,0,0.79,2,2,1,76.32,32.34,2.62,1.37,0.79,1.9,1.73,1.68,-2.02,2.22,0.00946,Soluble,-1.65,5.22,0.0223,Very soluble,-2.14,1.69,0.00723,Soluble,High,Yes,No,No,No,No,No,No,-6.76,0,0,0,0,0,0.55
2207,"Aphylline; (+)-Aphylline",248.36,C15H24N2O,18,0,0.93,0,2,0,79.58,23.55,2.75,1.71,1.11,2.27,1.34,1.84,-2.46,0.867,0.00349,Soluble,-1.82,3.76,0.0151,Very soluble,-1.68,5.17,0.0208,Soluble,High,Yes,No,No,No,No,No,No,-6.6,0,0,0,0,0,0.55
2208,"Argentine",406.48,C23H26N4O3,30,12,0.52,2,3,0,120.76,67.55,2.53,0.51,0.91,2.56,0.71,1.44,-2.85,0.58,0.00143,Soluble,-1.5,12.9,0.0317,Very soluble,-3.27,0.219,0.000538,Soluble,High,No,No,No,No,No,No,Yes,-8.42,0,0,0,0,0,0.55
2209,"Argyrolobine",262.35,C15H22N2O2,19,0,0.8,0,3,1,80.27,43.78,2.82,0.91,0.55,1.71,0.41,1.28,-2.04,2.39,0.00912,Soluble,-1.41,10.1,0.0385,Very soluble,-0.86,36.5,0.139,Soluble,High,Yes,Yes,No,No,No,No,No,-7.25,0,0,0,0,0,0.55
2210,"Baptifoline",260.33,C15H20N2O2,19,6,0.67,0,3,1,77.02,45.47,2.33,0.59,0.41,1.53,0.69,1.11,-2.06,2.27,0.00872,Soluble,-1.12,19.8,0.0762,Very soluble,-1.72,4.98,0.0191,Soluble,High,No,No,No,No,No,Yes,No,-7.47,0,0,0,0,0,0.55
2211,"Calpurnine; Hoe 933",357.45,C20H27N3O3,26,5,0.7,3,4,1,104.74,65.64,2.63,1.96,1.27,1.7,1.38,1.79,-3.24,0.208,0.000582,Soluble,-2.96,0.389,0.00109,Soluble,-2.82,0.544,0.00152,Soluble,High,Yes,No,No,No,No,Yes,No,-7.09,0,0,0,0,0,0.55
2212,"Camoensine",230.31,C14H18N2O,17,6,0.64,0,2,0,71.05,25.24,2.47,1.21,1.05,2.12,1.39,1.65,-2.29,1.18,0.00511,Soluble,-1.34,10.6,0.046,Very soluble,-2.25,1.3,0.00564,Soluble,High,Yes,No,No,No,No,Yes,No,-6.85,0,0,0,0,0,0.55
2213,"Caulophylline; N-Methylcytisine",204.27,C12H16N2O,15,6,0.58,0,2,0,63.55,25.24,2.23,0.65,0.52,1.59,1.16,1.23,-1.81,3.15,0.0154,Very soluble,-0.76,35.8,0.175,Very soluble,-2.04,1.88,0.00923,Soluble,High,No,No,No,No,No,No,No,-7.08,0,0,0,0,0,0.55
2214,"Cinegalline",430.49,C23H30N2O6,31,6,0.65,4,7,2,120.92,99.54,3.27,2.1,1.37,1.54,0.95,1.85,-3.71,0.0837,0.000194,Soluble,-3.82,0.0651,0.000151,Soluble,-2.52,1.29,0.00299,Soluble,High,No,Yes,No,No,No,Yes,No,-7.44,0,0,0,0,0,0.55
2215,"Cytisine",190.24,C11H14N2O,14,6,0.55,0,2,1,58.65,34.03,1.87,0.18,0.17,1.3,1.28,0.96,-1.45,6.75,0.0355,Very soluble,-0.45,67.1,0.353,Very soluble,-2.36,0.83,0.00437,Soluble,High,No,No,No,No,No,No,No,-7.33,0,0,0,0,1,0.55
2216,"5,6-Dehydrolupanine",246.35,C15H22N2O,18,0,0.8,0,2,0,79.11,23.55,2.74,1.29,1.24,2.16,1.33,1.75,-2.18,1.63,0.00661,Soluble,-1.38,10.2,0.0413,Very soluble,-1.66,5.34,0.0217,Soluble,High,Yes,No,No,No,No,No,No,-6.89,0,0,0,0,0,0.55
2217,"Dimethamine",408.54,C24H32N4O2,30,6,0.67,1,4,0,129.19,48.79,3.51,0.3,0.67,2.18,1.52,1.64,-2.64,0.927,0.00227,Soluble,-0.89,53,0.13,Very soluble,-3.45,0.145,0.000355,Soluble,High,Yes,No,Yes,No,No,Yes,Yes,-8.58,0,0,0,0,0,0.55
2218,"Lamprolobine",264.36,C15H24N2O2,19,0,0.87,2,3,0,81.9,40.62,2.76,1.2,1.03,2.12,1.78,1.78,-2.1,2.09,0.00789,Soluble,-1.65,5.93,0.0224,Very soluble,-2.16,1.82,0.00689,Soluble,High,Yes,No,No,No,No,No,No,-7.06,0,0,0,0,0,0.55
2219,"Lupanine; (+)-Lupanine",248.36,C15H24N2O,18,0,0.93,0,2,0,79.58,23.55,2.67,1.58,1.11,2.27,1.34,1.8,-2.38,1.05,0.00421,Soluble,-1.69,5.13,0.0206,Very soluble,-1.68,5.17,0.0208,Soluble,High,Yes,No,No,No,No,No,No,-6.69,0,0,0,0,0,0.55
2220,"Lupinine",169.26,C10H19NO,12,0,1,1,2,1,53.93,23.47,2.29,1.24,0.86,1.52,1.37,1.46,-1.6,4.21,0.0249,Very soluble,-1.33,7.9,0.0467,Very soluble,-1.08,14.2,0.0839,Soluble,High,Yes,No,No,No,No,No,No,-6.45,0,0,0,0,1,0.55
2221,"Matrine",248.36,C15H24N2O,18,0,0.93,0,2,0,79.58,23.55,2.72,1.58,1.11,2.27,1.34,1.8,-2.38,1.05,0.00421,Soluble,-1.69,5.13,0.0206,Very soluble,-1.68,5.17,0.0208,Soluble,High,Yes,No,No,No,No,No,No,-6.69,0,0,0,0,0,0.55
2222,"Nuttalline",264.36,C15H24N2O2,19,0,0.93,0,3,1,80.75,43.78,2.34,0.6,0.08,1.42,0.42,0.97,-1.86,3.67,0.0139,Very soluble,-1.09,21.3,0.0807,Very soluble,-0.87,35.4,0.134,Soluble,High,No,Yes,No,No,No,No,No,-7.49,0,0,0,0,0,0.55
2223,"Retamine",250.38,C15H26N2O,18,0,1,0,3,1,80.55,26.71,2.9,1.57,0.55,2,0.76,1.56,-2.38,1.04,0.00415,Soluble,-1.74,4.54,0.0181,Very soluble,-0.99,25.7,0.103,Soluble,High,Yes,No,No,No,No,No,No,-6.71,0,0,0,0,0,0.55
2224,"Rhombifoline; (1R)-3-(3-Butenyl)-1,2,3,4,5,6-hexahydro-1,5-methano-8H-pyrido[1,2-a][1,4]diazocin-8-one",244.33,C15H20N2O,18,6,0.53,3,2,0,77.5,25.24,2.84,1.76,1.46,2.29,2.21,2.11,-2.51,0.751,0.00307,Soluble,-1.91,3.02,0.0124,Very soluble,-2.9,0.305,0.00125,Soluble,High,Yes,No,No,No,No,Yes,No,-6.54,0,0,0,0,0,0.55
2225,"Sophoramine",244.33,C15H20N2O,18,6,0.67,0,2,0,75.86,25.24,2.55,1.56,1.44,2.38,1.62,1.91,-2.58,0.636,0.0026,Soluble,-1.7,4.87,0.02,Very soluble,-2.53,0.728,0.00298,Soluble,High,Yes,No,No,No,No,Yes,No,-6.68,0,0,0,0,0,0.55
2226,"(-)-Sparteine; Sparteine",234.38,C15H26N2,17,0,1,0,2,0,79.38,6.48,3.09,2.54,1.58,2.88,1.69,2.36,-2.89,0.3,0.00128,Soluble,-2.32,1.11,0.00475,Soluble,-1.79,3.76,0.016,Soluble,Low,Yes,No,No,No,No,No,No,-5.93,0,0,0,0,0,0.55
2228,"Thermospine; (-)-Thermopsine",244.33,C15H20N2O,18,6,0.67,0,2,0,75.85,25.24,2.6,1.56,1.44,2.38,1.62,1.92,-2.58,0.636,0.0026,Soluble,-1.7,4.87,0.02,Very soluble,-2.53,0.728,0.00298,Soluble,High,Yes,No,No,No,No,Yes,No,-6.68,0,0,0,0,0,0.55
2229,"Tinctorine",244.33,C15H20N2O,18,6,0.53,2,2,0,77.5,25.24,2.72,1.82,1.46,2.29,1.92,2.04,-2.62,0.591,0.00242,Soluble,-1.97,2.62,0.0107,Very soluble,-2.66,0.539,0.00221,Soluble,High,Yes,No,No,No,No,Yes,No,-6.5,0,0,0,0,0,0.55
2230,"Buxamine E",384.64,C26H44N2,28,0,0.85,2,2,1,122.52,29.26,4.37,5.38,5.79,5.1,4.36,5,-5.48,0.00127,3.29e-06,Moderately soluble,-5.75,0.000686,1.78e-06,Moderately soluble,-5.09,0.00312,8.11e-06,Moderately soluble,High,Yes,No,No,No,No,No,No,-4.83,1,2,0,0,1,0.55
2231,"alpha-Chaconine",852.06,C45H73NO14,60,0,0.96,7,15,8,221.02,220.46,5.59,1.75,0.8,-0.4,-1.33,1.28,-5.76,0.00147,1.72e-06,Moderately soluble,-6,0.000858,1.01e-06,Moderately soluble,0.16,1240,1.45,Soluble,Low,No,Yes,No,No,No,No,No,-10.26,3,3,1,1,5,0.17
2232,"Cyclobuxine D; Cyclobuxine",386.61,C25H42N2O,28,0,0.92,3,3,3,116.97,44.29,4.19,4.79,4.12,4.13,4.15,4.28,-5.06,0.00339,8.78e-06,Moderately soluble,-5.45,0.00137,3.53e-06,Moderately soluble,-5.5,0.00122,3.16e-06,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.26,0,0,0,0,0,0.55
2233,"Cyclopamine",411.62,C27H41NO2,30,0,0.85,0,3,2,127.01,41.49,4.39,3.52,4.62,4.42,3.96,4.18,-4.61,0.0101,2.46e-05,Moderately soluble,-4.08,0.0346,8.41e-05,Moderately soluble,-4.79,0.00672,1.63e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.31,1,1,0,0,0,0.55
2234,"Cycloprotobuxine C",400.68,C27H48N2,29,0,1,3,2,1,125.73,15.27,4.71,7.02,5.96,5.56,5.24,5.7,-6.55,0.000113,2.83e-07,Poorly soluble,-7.16,2.79e-05,6.97e-08,Poorly soluble,-6.34,0.000181,4.53e-07,Poorly soluble,High,No,No,No,No,No,No,No,-3.76,1,2,0,1,1,0.55
2235,"Cyclovirobuxine C",416.68,C27H48N2O,30,0,1,3,3,2,126.89,35.5,4.28,5.86,4.93,4.68,4.35,4.82,-5.92,0.000504,1.21e-06,Moderately soluble,-6.38,0.000175,4.19e-07,Poorly soluble,-5.52,0.00125,2.99e-06,Moderately soluble,High,Yes,No,No,No,No,No,No,-4.68,1,1,0,0,1,0.55
2236,"Demissine",1018.19,C50H83NO20,71,0,1,11,21,12,250.24,319.84,5.21,0.05,-2.71,-3.39,-4.15,-1,-5.46,0.00354,3.48e-06,Moderately soluble,-6.32,0.000488,4.79e-07,Poorly soluble,2.75,575000,565,Soluble,Low,No,Yes,No,No,No,No,No,-12.48,3,4,2,1,5,0.17
2237,"Funtumine",317.51,C21H35NO,23,0,0.95,1,2,1,96.99,43.09,3.34,4.61,4.56,4.15,3.68,4.07,-4.65,0.00716,2.25e-05,Moderately soluble,-5.24,0.00183,5.76e-06,Moderately soluble,-3.92,0.0381,0.00012,Soluble,High,Yes,No,No,No,No,No,No,-4.96,1,0,0,0,0,0.55
2238,"Germine",509.63,C27H43NO8,36,0,1,0,9,7,133.03,154.08,3.83,-1.05,-1.19,0.22,-1.05,0.15,-2.34,2.34,0.00459,Soluble,-1.7,10.2,0.0201,Very soluble,0.04,559,1.1,Soluble,Low,No,No,No,No,No,No,No,-10.15,2,4,1,1,2,0.17
2239,"Imperialine; Cevan-6-one, 3,20-dihydroxy-, (3-beta,5-alpha,17-beta)-; Kashmirine; Peiminine",429.64,C27H43NO3,31,0,0.96,0,4,2,128.33,60.77,3.7,3.85,3.51,3.68,2.75,3.5,-4.93,0.00506,1.18e-05,Moderately soluble,-4.82,0.00647,1.5e-05,Moderately soluble,-3.34,0.197,0.000459,Soluble,High,Yes,Yes,No,No,No,No,No,-6.19,0,1,0,0,0,0.55
2240,"Irehine",345.56,C23H39NO,25,0,0.91,2,2,1,107.28,23.47,3.98,5.26,4.88,4.59,3.74,4.49,-5.16,0.00237,6.85e-06,Moderately soluble,-5.5,0.00109,3.15e-06,Moderately soluble,-3.88,0.0456,0.000132,Soluble,High,Yes,No,No,No,No,Yes,No,-4.67,1,0,0,0,1,0.55
2241,"Jervine",425.6,C27H39NO3,31,0,0.81,0,4,2,127.21,58.56,3.9,2.91,3.8,3.48,3.65,3.55,-4.31,0.0207,4.87e-05,Moderately soluble,-3.8,0.0674,0.000158,Soluble,-4.66,0.00925,2.17e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.83,0,0,0,0,0,0.55
2242,"Kurchessine",372.63,C25H44N2,27,0,0.92,3,2,0,118.63,6.48,4.68,5.8,5.45,5.01,3.92,4.97,-5.61,0.000923,2.48e-06,Moderately soluble,-5.71,0.000733,1.97e-06,Moderately soluble,-4.55,0.0106,2.84e-05,Moderately soluble,Low,No,No,No,No,No,Yes,No,-4.46,1,1,0,0,1,0.55
2243,"Paravallarine",343.5,C22H33NO2,25,0,0.86,1,3,1,100.39,38.33,3.51,3.92,4.08,4.2,3.46,3.83,-4.37,0.0145,4.23e-05,Moderately soluble,-4.42,0.0129,3.77e-05,Moderately soluble,-4.3,0.0173,5.02e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-5.61,1,0,0,0,0,0.55
2244,"Protoveratrine A",793.94,C41H63NO14,56,0,0.9,12,15,5,203.18,218.82,5.16,2.14,1.23,1.08,1.6,2.24,-5.32,0.00381,4.8e-06,Moderately soluble,-6.37,0.000341,4.29e-07,Poorly soluble,-2.47,2.72,0.00342,Soluble,Low,No,Yes,No,No,No,No,No,-9.62,2,3,2,1,3,0.17
2245,"Protoveratrine B",809.94,C41H63NO15,57,0,0.9,12,16,6,204.34,239.05,4.9,0.99,0.2,0.34,0.84,1.45,-4.69,0.0164,2.03e-05,Moderately soluble,-5.6,0.00204,2.52e-06,Moderately soluble,-1.51,25.1,0.031,Soluble,Low,No,Yes,No,No,No,No,No,-10.54,3,3,2,1,4,0.17
2246,"Protoverine",525.63,C27H43NO9,37,0,1,0,10,8,134.19,174.31,2.77,-2.02,-2.22,-0.55,-1.94,-0.79,-1.83,7.84,0.0149,Very soluble,-1.12,40.3,0.0766,Very soluble,0.86,3850,7.33,Soluble,Low,No,No,No,No,No,No,No,-10.94,2,4,1,1,3,0.17
2247,"Solacapine",432.68,C27H48N2O2,31,0,1,2,4,4,132.56,78.51,4.25,4.75,3.56,3.83,2.89,3.85,-5.38,0.00179,4.14e-06,Moderately soluble,-6.13,0.000322,7.43e-07,Poorly soluble,-3.69,0.0888,0.000205,Soluble,High,No,Yes,No,No,No,No,No,-5.57,0,2,0,0,0,0.55
2248,"Solamargine",868.06,C45H73NO15,61,0,0.96,7,16,9,222.05,238.48,5.26,1.05,0.43,-0.73,-1.2,0.96,-5.42,0.00329,3.79e-06,Moderately soluble,-5.65,0.00195,2.24e-06,Moderately soluble,-0.49,283,0.327,Soluble,Low,No,Yes,No,No,No,No,No,-10.85,3,3,1,1,5,0.17
2249,"Solanine; alpha-Solanin",868.06,C45H73NO15,61,0,0.96,8,16,9,222.19,240.69,5.31,1.81,-0.23,-1.14,-1.93,0.77,-5.83,0.00127,1.46e-06,Moderately soluble,-6.48,0.000285,3.28e-07,Poorly soluble,0.75,4840,5.57,Soluble,Low,No,Yes,No,No,No,No,No,-10.31,3,3,1,1,5,0.17
2250,"Solanocapsine",430.67,C27H46N2O2,31,0,1,0,4,3,130.41,67.51,4.01,4.98,3.92,4.23,2.85,4,-5.65,0.00097,2.25e-06,Moderately soluble,-6.14,0.000314,7.3e-07,Poorly soluble,-4.22,0.0261,6.07e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.39,1,2,0,0,0,0.55
2251,"Solasodine",413.64,C27H43NO2,30,0,0.93,0,3,2,127.23,41.49,4.32,5.39,4.91,4.94,3.97,4.71,-5.8,0.000655,1.58e-06,Moderately soluble,-6.02,0.000399,9.65e-07,Poorly soluble,-4.8,0.0065,1.57e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5,1,1,0,0,1,0.55
2252,"Solasonine",884.06,C45H73NO16,62,0,0.96,8,17,10,223.21,258.71,4.91,1.11,-0.59,-1.46,-1.8,0.43,-5.49,0.00284,3.22e-06,Moderately soluble,-6.14,0.000646,7.31e-07,Poorly soluble,0.1,1110,1.25,Soluble,Low,No,Yes,No,No,No,No,No,-10.9,3,4,1,1,5,0.17
2253,"Terminaline",363.58,C23H41NO2,26,0,1,2,3,2,108.92,43.7,3.6,4.74,3.93,3.85,2.86,3.79,-4.95,0.00409,1.13e-05,Moderately soluble,-5.39,0.00149,4.1e-06,Moderately soluble,-3.08,0.302,0.00083,Soluble,High,Yes,Yes,No,No,No,No,No,-5.15,0,0,0,0,0,0.55
2254,"Tomatidine",415.65,C27H45NO2,30,0,1,0,3,2,127.7,41.49,4.25,6.21,4.99,5.08,3.99,4.9,-6.33,0.000195,4.68e-07,Poorly soluble,-6.87,5.65e-05,1.36e-07,Poorly soluble,-4.82,0.00629,1.51e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-4.43,1,1,0,0,1,0.55
2255,"Tomatine",1034.19,C50H83NO21,72,0,1,11,22,13,251.27,337.86,4.63,-0.65,-3.08,-3.69,-4.02,-1.36,-5.12,0.00791,7.65e-06,Moderately soluble,-5.97,0.0011,1.07e-06,Moderately soluble,2.11,132000,128,Soluble,Low,No,Yes,No,No,No,No,No,-13.07,3,4,2,1,5,0.17
2256,"Veracevine; Cevane-3-beta,4-beta,12,14,16-beta,17,20-heptol, 4,9-epoxy-",509.63,C27H43NO8,36,0,1,0,9,7,133.1,154.08,2.81,-1.21,-0.91,0.22,-0.26,0.13,-2.24,2.95,0.00579,Soluble,-1.53,15,0.0294,Very soluble,-0.86,70.5,0.138,Soluble,Low,No,Yes,No,No,No,No,No,-10.27,2,4,1,1,2,0.17
2257,"Veratramine",409.6,C27H39NO2,30,6,0.7,2,3,3,127.88,52.49,4.12,4.34,4.21,4.24,4.76,4.33,-5.13,0.00304,7.42e-06,Moderately soluble,-5.16,0.00285,6.96e-06,Moderately soluble,-5.6,0.00102,2.5e-06,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.72,1,0,0,0,0,0.55
2258,"Peimine; Verticine",431.65,C27H45NO3,31,0,1,0,4,3,129.29,63.93,3.85,4.13,3.3,3.83,2.17,3.45,-5.12,0.00329,7.62e-06,Moderately soluble,-5.18,0.00286,6.62e-06,Moderately soluble,-2.64,0.984,0.00228,Soluble,High,Yes,Yes,No,No,No,No,No,-6,0,1,0,0,0,0.55
2259,"Zygadenine",493.63,C27H43NO7,35,0,1,0,8,6,131.86,133.85,0.42,-0.07,-0.17,1,-0.16,0.21,-2.86,0.687,0.00139,Soluble,-2.29,2.54,0.00514,Soluble,-0.78,81.4,0.165,Soluble,High,No,Yes,No,No,No,No,No,-9.36,1,3,0,1,1,0.55
2262,"Anatoxin a; Ethanone, 1-(9-azabicyclo(4.2.1)non-2-en-2-yl)-, (1R)-",165.23,C10H15NO,12,0,0.7,1,2,1,52.4,29.1,1.99,0.84,1.04,1.27,1.75,1.38,-1.33,7.77,0.047,Very soluble,-1.03,15.3,0.0925,Very soluble,-1.77,2.83,0.0171,Soluble,High,Yes,No,No,No,No,No,No,-6.71,0,0,0,0,1,0.55
2263,"Anisodamine; 6-Hydroxyhyoscyamine",305.37,C17H23NO4,22,6,0.59,5,5,2,85.67,70,2.75,0.86,0.52,1.19,1.14,1.29,-2.15,2.18,0.00713,Soluble,-1.91,3.73,0.0122,Very soluble,-2.12,2.33,0.00764,Soluble,High,No,No,No,No,No,No,No,-7.55,0,0,0,0,0,0.55
2264,"Apoatropine",271.35,C17H21NO2,20,6,0.47,4,3,0,83.66,29.54,3.3,3.55,2.49,2.78,2.66,2.96,-3.72,0.0521,0.000192,Soluble,-3.86,0.0379,0.00014,Soluble,-3.5,0.085,0.000313,Soluble,High,Yes,No,No,No,No,Yes,No,-5.43,0,0,0,0,0,0.55
2265,"Apohyoscine",285.34,C17H19NO3,21,6,0.47,4,4,0,82.63,42.07,3.07,2.26,1.47,1.93,2.12,2.17,-2.98,0.299,0.00105,Soluble,-2.78,0.474,0.00166,Soluble,-2.77,0.483,0.00169,Soluble,High,Yes,No,No,No,No,Yes,No,-6.44,0,0,0,0,0,0.55
2266,"Belladonnine",542.71,C34H42N2O4,40,12,0.59,7,6,0,162.51,59.08,5.08,5.97,4.43,4.37,4.36,4.84,-6.73,0.000102,1.88e-07,Poorly soluble,-6.99,5.59e-05,1.03e-07,Poorly soluble,-6.87,7.27e-05,1.34e-07,Poorly soluble,High,Yes,No,No,No,No,No,Yes,-5.37,2,3,0,0,1,0.17
2267,"Bellendine",205.25,C12H15NO2,15,6,0.58,0,3,0,61.69,33.45,2.51,0.98,0.93,0.77,2.31,1.5,-2.03,1.93,0.00942,Soluble,-1.27,11,0.0536,Very soluble,-2.97,0.219,0.00107,Soluble,High,Yes,No,No,No,No,No,No,-6.86,0,0,0,0,0,0.55
2268,"Benzoylecgonine",289.33,C16H19NO4,21,6,0.5,4,5,1,80.53,66.84,2.3,-0.31,1.4,1.94,1.08,1.28,-1.39,11.9,0.0411,Very soluble,-0.63,67.3,0.233,Very soluble,-2.19,1.85,0.00638,Soluble,High,Yes,No,No,No,No,No,No,-8.28,0,0,0,0,0,0.55
2269,"Tropacocaine",245.32,C15H19NO2,18,6,0.53,3,3,0,73.95,29.54,3.03,2.99,2.09,2.65,2.08,2.57,-3.29,0.125,0.000509,Soluble,-3.27,0.13,0.000532,Soluble,-3.06,0.212,0.000865,Soluble,High,Yes,No,No,No,No,Yes,No,-5.67,0,0,0,0,0,0.55
